index,id,level_1,level_2,level_3
6590,data/1990/02/14/0326565.xml,Top--Features,None,None
6590,data/1990/02/14/0326565.xml,Top--News,Top--News--New York and Region,None
6591,data/1990/02/14/0326361.xml,Top--News,Top--News--Business,None
6592,data/1990/02/14/0326328.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Basketball
6593,data/1990/02/14/0326350.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6593,data/1990/02/14/0326350.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6594,data/1990/02/14/0326341.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6594,data/1990/02/14/0326341.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6595,data/1990/02/14/0326584.xml,Top--News,Top--News--Obituaries,None
6596,data/1990/02/26/0330073.xml,Top--News,Top--News--New York and Region,None
6597,data/1990/02/26/0329972.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
6599,data/1990/02/26/0329988.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6599,data/1990/02/26/0329988.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6600,data/1990/02/07/0324062.xml,Top--News,Top--News--Obituaries,None
6601,data/1990/02/07/0324298.xml,Top--News,Top--News--Business,None
6602,data/1990/02/07/0324164.xml,Top--News,Top--News--Business,None
6602,data/1990/02/07/0324164.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6603,data/1990/02/07/0324277.xml,Top--News,Top--News--Business,None
6606,data/1990/02/07/0324252.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6606,data/1990/02/07/0324252.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6608,data/2001/05/15/1293555.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6608,data/2001/05/15/1293555.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6609,data/2001/05/15/1293439.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6610,data/2001/05/15/1293459.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6610,data/2001/05/15/1293459.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6611,data/2001/05/15/1293506.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6611,data/2001/05/15/1293506.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6612,data/2001/05/15/1293665.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6614,data/2001/05/15/1293633.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6615,data/2001/05/27/1296773.xml,Top--News,Top--News--Technology,None
6615,data/2001/05/27/1296773.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6616,data/2001/05/27/1296750.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6617,data/2001/05/27/1296580.xml,Top--Features,Top--Features--Magazine,None
6618,data/2001/05/27/1296791.xml,Top--News,Top--News--Education,None
6618,data/2001/05/27/1296791.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6619,data/2001/05/27/1296990.xml,Top--News,Top--News--Sports,None
6619,data/2001/05/27/1296990.xml,Top--Opinion,Top--Opinion--Opinion,None
6620,data/2001/05/27/1296959.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6621,data/2001/05/27/1296769.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
6622,data/2001/05/27/1296593.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6623,data/2001/05/27/1296782.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6624,data/2001/05/27/1296714.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6625,data/2001/05/06/1291134.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
6625,data/2001/05/06/1291134.xml,Top--News,Top--News--World,Top--News--World--Countries and Territories
6625,data/2001/05/06/1291134.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6627,data/2001/05/06/1290918.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6628,data/2001/05/06/1291325.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6630,data/2001/05/06/1290890.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6631,data/2001/05/06/1291261.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6631,data/2001/05/06/1291261.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6632,data/2001/05/06/1291083.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
6633,data/2001/05/06/1291069.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
6634,data/2001/05/06/1291292.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6635,data/2001/05/06/1291085.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
6636,data/2001/05/01/1289642.xml,Top--Features,Top--Features--Arts,Top--Features--Arts--Dance
6637,data/2001/05/01/1289837.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6638,data/2001/05/20/1295148.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6639,data/2001/05/20/1295119.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6640,data/2001/05/20/1295024.xml,Top--News,Top--News--Business,Top--News--Business--Your Money
6641,data/2001/05/20/1295058.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6641,data/2001/05/20/1295058.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6642,data/2001/05/20/1294724.xml,Top--Classifieds,Top--Classifieds--Real Estate,None
6643,data/2001/05/20/1294938.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
6645,data/2001/05/12/1292526.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6646,data/2001/05/18/1294251.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6646,data/2001/05/18/1294251.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6648,data/2001/05/18/1294448.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6649,data/2001/05/18/1294433.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Football
6650,data/2001/05/18/1294401.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6650,data/2001/05/18/1294401.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6651,data/2001/05/18/1294447.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6652,data/2001/05/18/1294449.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6653,data/2001/05/16/1293769.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6653,data/2001/05/16/1293769.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6654,data/2001/05/16/1293926.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6655,data/2001/05/16/1293867.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6655,data/2001/05/16/1293867.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6656,data/2001/05/16/1293823.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6656,data/2001/05/16/1293823.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6658,data/2001/05/16/1293757.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6658,data/2001/05/16/1293757.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6659,data/2001/05/16/1293833.xml,Top--Features,Top--Features--Arts,None
6659,data/2001/05/16/1293833.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6660,data/2001/05/16/1293897.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6661,data/2001/05/24/1296043.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6661,data/2001/05/24/1296043.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6662,data/2001/05/24/1295952.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6662,data/2001/05/24/1295952.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6663,data/2001/05/24/1295889.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6664,data/2001/05/24/1296050.xml,Top--News,Top--News--Business,Top--News--Business--Media and Advertising
6664,data/2001/05/24/1296050.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6664,data/2001/05/24/1296050.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6665,data/2001/05/24/1296075.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6666,data/2001/05/24/1296118.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6667,data/2001/05/24/1296107.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6668,data/2001/05/24/1295925.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6668,data/2001/05/24/1295925.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6669,data/2001/05/05/1290826.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6670,data/2001/05/05/1290700.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6670,data/2001/05/05/1290700.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6671,data/2001/05/05/1290718.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6671,data/2001/05/05/1290718.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6672,data/2001/05/05/1290719.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6673,data/2001/05/30/1297452.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Editorials
6673,data/2001/05/30/1297452.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6674,data/2001/05/30/1297405.xml,Top--Classifieds,Top--Classifieds--Job Market,None
6674,data/2001/05/30/1297405.xml,Top--News,Top--News--Health,"Top--News--Health--Diseases, Conditions, and Health Topics"
6676,data/2001/05/02/1289986.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6677,data/2001/05/02/1290067.xml,Top--News,Top--News--New York and Region,None
6677,data/2001/05/02/1290067.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6678,data/2001/05/02/1289857.xml,Top--News,Top--News--Technology,None
6678,data/2001/05/02/1289857.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6679,data/2001/05/02/1289898.xml,Top--News,Top--News--Business,Top--News--Business--Markets
6680,data/2001/05/02/1289944.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6680,data/2001/05/02/1289944.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6681,data/2001/05/02/1289955.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6681,data/2001/05/02/1289955.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6683,data/2001/05/08/1291711.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6684,data/2001/05/08/1291611.xml,Top--News,Top--News--Business,Top--News--Business--Columns
6685,data/2001/05/08/1291518.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6685,data/2001/05/08/1291518.xml,Top--News,Top--News--Washington,Top--News--Washington--Campaign 2008
6685,data/2001/05/08/1291518.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6686,data/2001/05/08/1291646.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6687,data/2001/05/08/1291500.xml,Top--News,Top--News--Health,"Top--News--Health--Diseases, Conditions, and Health Topics"
6687,data/2001/05/08/1291500.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6689,data/2001/05/08/1291653.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6690,data/2001/05/08/1291544.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6690,data/2001/05/08/1291544.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6693,data/2001/05/29/1297333.xml,Top--News,Top--News--World,None
6693,data/2001/05/29/1297333.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6694,data/2001/05/29/1297299.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6696,data/2001/05/29/1297345.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6697,data/2001/05/29/1297268.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6699,data/2001/05/23/1295724.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6699,data/2001/05/23/1295724.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6700,data/2001/05/23/1295723.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6701,data/2001/05/11/1292380.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6701,data/2001/05/11/1292380.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6702,data/2001/05/11/1292421.xml,Top--News,Top--News--World,None
6702,data/2001/05/11/1292421.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6704,data/2001/05/11/1292465.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6705,data/2001/05/11/1292345.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6707,data/2001/05/21/1295297.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6708,data/2001/05/21/1295277.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6708,data/2001/05/21/1295277.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6709,data/2001/05/21/1295294.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6710,data/2001/05/19/1294574.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6711,data/2001/05/19/1294524.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6711,data/2001/05/19/1294524.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6712,data/2001/05/19/1294515.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6713,data/2001/05/19/1294637.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6714,data/2001/05/13/1293039.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6714,data/2001/05/13/1293039.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6715,data/2001/05/13/1292838.xml,Top--Features,Top--Features--Home and Garden,None
6715,data/2001/05/13/1292838.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Long Island
6716,data/2001/05/13/1293128.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6717,data/2001/05/13/1293067.xml,Top--News,Top--News--Business,Top--News--Business--Your Money
6719,data/2001/05/13/1293219.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6720,data/2001/05/13/1292689.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6721,data/2001/05/13/1293049.xml,Top--News,Top--News--Technology,None
6721,data/2001/05/13/1293049.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6722,data/2001/05/13/1292841.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Long Island
6723,data/2001/05/13/1293173.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6724,data/2001/05/13/1292923.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
6725,data/2001/05/13/1293157.xml,Top--Features,Top--Features--Week in Review,None
6726,data/2001/05/07/1291416.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6726,data/2001/05/07/1291416.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6727,data/2001/05/07/1291369.xml,Top--News,Top--News--Business,Top--News--Business--Media and Advertising
6727,data/2001/05/07/1291369.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6728,data/2001/05/07/1291490.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6729,data/2001/05/07/1291393.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6730,data/2001/05/07/1291421.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6731,data/2001/05/07/1291391.xml,Top--News,Top--News--Obituaries,None
6732,data/2001/05/14/1293376.xml,Top--News,Top--News--Business,Top--News--Business--Media and Advertising
6732,data/2001/05/14/1293376.xml,Top--Features,Top--Features--Movies,Top--Features--Movies--News and Features
6732,data/2001/05/14/1293376.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6733,data/2001/05/14/1293379.xml,Top--News,Top--News--New York and Region,None
6733,data/2001/05/14/1293379.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6734,data/2001/05/14/1293350.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6734,data/2001/05/14/1293350.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6735,data/2001/05/14/1293362.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6736,data/2001/05/26/1296521.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6737,data/2001/05/22/1295598.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6738,data/2001/05/22/1295356.xml,Top--News,Top--News--Health,None
6738,data/2001/05/22/1295356.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6739,data/2001/05/22/1295460.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6740,data/2001/05/22/1295545.xml,Top--News,Top--News--U.S.,None
6740,data/2001/05/22/1295545.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6741,data/2001/05/28/1297150.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6742,data/2001/05/28/1297085.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6742,data/2001/05/28/1297085.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6743,data/2001/05/10/1292180.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6744,data/2001/05/10/1292248.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6747,data/2001/05/10/1292144.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6747,data/2001/05/10/1292144.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6748,data/2001/05/10/1292195.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6749,data/2001/05/10/1292112.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6749,data/2001/05/10/1292112.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6750,data/2001/05/10/1292043.xml,Top--News,Top--News--Technology,Top--News--Technology--Circuits
6750,data/2001/05/10/1292043.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6751,data/2001/05/31/1297701.xml,Top--News,Top--News--Business,Top--News--Business--Markets
6751,data/2001/05/31/1297701.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6752,data/2001/05/09/1291980.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6754,data/2001/05/09/1291833.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6755,data/2001/05/09/1291792.xml,Top--News,Top--News--Obituaries,None
6756,data/2001/05/04/1290589.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6757,data/2001/05/04/1290624.xml,Top--News,Top--News--New York and Region,None
6757,data/2001/05/04/1290624.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6757,data/2001/05/04/1290624.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6759,data/2001/05/04/1290470.xml,Top--News,Top--News--Obituaries,None
6760,data/2001/05/04/1290643.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6763,data/2001/05/17/1293979.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6764,data/2001/05/25/1296186.xml,Top--News,Top--News--Sports,None
6765,data/2001/05/25/1296132.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6766,data/2001/05/25/1296196.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6766,data/2001/05/25/1296196.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6767,data/2001/05/25/1296191.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6767,data/2001/05/25/1296191.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6769,data/2001/05/25/1296214.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6769,data/2001/05/25/1296214.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6770,data/2001/05/25/1296170.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
6772,data/2004/06/07/1587590.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6772,data/2004/06/07/1587590.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6773,data/2004/06/07/1587606.xml,Top--News,Top--News--Business,None
6774,data/2004/06/07/1587662.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6775,data/2004/06/07/1587685.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6776,data/2004/06/26/1592269.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6777,data/2004/06/14/1589478.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6778,data/2004/06/14/1589367.xml,Top--News,Top--News--Sports,None
6778,data/2004/06/14/1589367.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6779,data/2004/06/14/1589408.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6780,data/2004/06/19/1590553.xml,Top--News,Top--News--World,None
6780,data/2004/06/19/1590553.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6780,data/2004/06/19/1590553.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6781,data/2004/06/19/1590504.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
6781,data/2004/06/19/1590504.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6782,data/2004/06/19/1590598.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6783,data/2004/06/19/1590574.xml,Top--News,Top--News--Sports,None
6783,data/2004/06/19/1590574.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6784,data/2004/06/13/1589304.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6785,data/2004/06/13/1589268.xml,Top--News,Top--News--Sports,None
6785,data/2004/06/13/1589268.xml,Top--Opinion,Top--Opinion--Opinion,None
6786,data/2004/06/13/1589136.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
6788,data/2004/06/13/1588901.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6790,data/2004/06/13/1589010.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
6791,data/2004/06/13/1588998.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6791,data/2004/06/13/1588998.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6793,data/2004/06/21/1591168.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6793,data/2004/06/21/1591168.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6794,data/2004/06/21/1591176.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6795,data/2004/06/21/1591247.xml,Top--News,Top--News--Business,Top--News--Business--Columns
6796,data/2004/06/21/1591235.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6796,data/2004/06/21/1591235.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6797,data/2004/06/04/1586694.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6797,data/2004/06/04/1586694.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6798,data/2004/06/04/1586745.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6799,data/2004/06/04/1586736.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Editorials
6800,data/2004/06/04/1586875.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6801,data/2004/06/25/1592067.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6803,data/2004/06/17/1590143.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6804,data/2004/06/17/1589975.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6805,data/2004/06/17/1590100.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6806,data/2004/06/17/1590064.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6807,data/2004/06/10/1588301.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6809,data/2004/06/10/1588291.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
6809,data/2004/06/10/1588291.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6810,data/2004/06/10/1588424.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6811,data/2004/06/10/1588416.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6812,data/2004/06/10/1588432.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
6813,data/2004/06/10/1588368.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
6813,data/2004/06/10/1588368.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
6814,data/2004/06/10/1588342.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
